,Source,Type,File,Vatiables,Inter_name,Description
203,ADNI,COG,ADAS_ADNIGO23,Q8WORD13R,Q8WORD13R,NA
204,ADNI,COG,ADAS_ADNIGO23,Q8WORD14,Q8WORD14,NA
205,ADNI,COG,ADAS_ADNIGO23,Q8WORD14R,Q8WORD14R,NA
206,ADNI,COG,ADAS_ADNIGO23,Q8WORD15,Q8WORD15,NA
207,ADNI,COG,ADAS_ADNIGO23,Q8WORD15R,Q8WORD15R,NA
208,ADNI,COG,ADAS_ADNIGO23,Q8WORD16,Q8WORD16,NA
209,ADNI,COG,ADAS_ADNIGO23,Q8WORD16R,Q8WORD16R,NA
210,ADNI,COG,ADAS_ADNIGO23,Q8WORD17,Q8WORD17,NA
211,ADNI,COG,ADAS_ADNIGO23,Q8WORD17R,Q8WORD17R,NA
212,ADNI,COG,ADAS_ADNIGO23,Q8WORD18,Q8WORD18,NA
213,ADNI,COG,ADAS_ADNIGO23,Q8WORD18R,Q8WORD18R,NA
214,ADNI,COG,ADAS_ADNIGO23,Q8WORD19,Q8WORD19,NA
215,ADNI,COG,ADAS_ADNIGO23,Q8WORD19R,Q8WORD19R,NA
216,ADNI,COG,ADAS_ADNIGO23,Q8WORD20,Q8WORD20,NA
217,ADNI,COG,ADAS_ADNIGO23,Q8WORD20R,Q8WORD20R,NA
218,ADNI,COG,ADAS_ADNIGO23,Q8WORD21,Q8WORD21,NA
219,ADNI,COG,ADAS_ADNIGO23,Q8WORD21R,Q8WORD21R,NA
220,ADNI,COG,ADAS_ADNIGO23,Q8WORD22,Q8WORD22,NA
221,ADNI,COG,ADAS_ADNIGO23,Q8WORD22R,Q8WORD22R,NA
222,ADNI,COG,ADAS_ADNIGO23,Q8WORD23,Q8WORD23,NA
223,ADNI,COG,ADAS_ADNIGO23,Q8WORD23R,Q8WORD23R,NA
224,ADNI,COG,ADAS_ADNIGO23,Q8WORD24,Q8WORD24,NA
225,ADNI,COG,ADAS_ADNIGO23,Q8WORD24R,Q8WORD24R,NA
226,ADNI,COG,ADAS_ADNIGO23,Q8SCORE,Q8SCORE,NA
227,ADNI,COG,ADAS_ADNIGO23,Q9TASK,Q9TASK,NA
228,ADNI,COG,ADAS_ADNIGO23,Q9SCORE,Q9SCORE,NA
229,ADNI,COG,ADAS_ADNIGO23,Q10TASK,Q10TASK,NA
230,ADNI,COG,ADAS_ADNIGO23,Q10SCORE,Q10SCORE,NA
231,ADNI,COG,ADAS_ADNIGO23,Q11TASK,Q11TASK,NA
232,ADNI,COG,ADAS_ADNIGO23,Q11SCORE,Q11SCORE,NA
233,ADNI,COG,ADAS_ADNIGO23,Q12TASK,Q12TASK,NA
234,ADNI,COG,ADAS_ADNIGO23,Q12SCORE,Q12SCORE,NA
235,ADNI,COG,ADAS_ADNIGO23,COMM,COMM,NA
236,ADNI,COG,ADAS_ADNIGO23,TOTSCORE,TOTSCORE,NA
237,ADNI,COG,ADAS_ADNIGO23,Q13UNABLE,Q13UNABLE,NA
238,ADNI,COG,ADAS_ADNIGO23,Q13TASKA,Q13TASKA,NA
239,ADNI,COG,ADAS_ADNIGO23,Q13TASKB,Q13TASKB,NA
240,ADNI,COG,ADAS_ADNIGO23,Q13TASKC,Q13TASKC,NA
241,ADNI,COG,ADAS_ADNIGO23,Q13SCORE,Q13SCORE,NA
242,ADNI,COG,ADAS_ADNIGO23,TOTAL13,TOTAL13,NA
243,ADNI,COG,ADAS_ADNIGO23,update_stamp,NA,NA
244,ADNI,COG,CDR,Phase,NA,NA
245,ADNI,COG,CDR,ID,NA,NA
246,ADNI,COG,CDR,RID,RID,NA
247,ADNI,COG,CDR,SITEID,NA,NA
248,ADNI,COG,CDR,VISCODE,NA,NA
249,ADNI,COG,CDR,VISCODE2,VISCODE,NA
250,ADNI,COG,CDR,USERDATE,NA,NA
251,ADNI,COG,CDR,USERDATE2,NA,NA
252,ADNI,COG,CDR,EXAMDATE,EXAMDATE,NA
253,ADNI,COG,CDR,CDSOURCE,CDSOURCE,NA
254,ADNI,COG,CDR,CDVERSION,CDVERSION,NA
255,ADNI,COG,CDR,CDMEMORY,CDMEMORY,NA
256,ADNI,COG,CDR,CDORIENT,CDORIENT,NA
257,ADNI,COG,CDR,CDJUDGE,CDJUDGE,NA
258,ADNI,COG,CDR,CDCOMMUN,CDCOMMUN,NA
259,ADNI,COG,CDR,CDHOME,CDHOME,NA
260,ADNI,COG,CDR,CDCARE,CDCARE,NA
261,ADNI,COG,CDR,CDGLOBAL,CDGLOBAL,NA
262,ADNI,COG,CDR,CDRSB,CDRSB,NA
263,ADNI,COG,CDR,CDSOB,CDSOB,NA
264,ADNI,COG,CDR,update_stamp,NA,NA
265,ADNI,COG,ECOGPT,Phase,NA,NA
266,ADNI,COG,ECOGPT,ID,NA,NA
267,ADNI,COG,ECOGPT,RID,RID,NA
268,ADNI,COG,ECOGPT,SITEID,NA,NA
269,ADNI,COG,ECOGPT,VISCODE,NA,NA
270,ADNI,COG,ECOGPT,VISCODE2,VISCODE,NA
271,ADNI,COG,ECOGPT,USERDATE,NA,NA
272,ADNI,COG,ECOGPT,USERDATE2,NA,NA
273,ADNI,COG,ECOGPT,CONCERN,CONCERN,NA
274,ADNI,COG,ECOGPT,MEMORY1,MEMORY1,NA
275,ADNI,COG,ECOGPT,MEMORY2,MEMORY2,NA
276,ADNI,COG,ECOGPT,MEMORY3,MEMORY3,NA
277,ADNI,COG,ECOGPT,MEMORY4,MEMORY4,NA
278,ADNI,COG,ECOGPT,MEMORY5,MEMORY5,NA
279,ADNI,COG,ECOGPT,MEMORY6,MEMORY6,NA
280,ADNI,COG,ECOGPT,MEMORY7,MEMORY7,NA
281,ADNI,COG,ECOGPT,MEMORY8,MEMORY8,NA
282,ADNI,COG,ECOGPT,LANG1,LANG1,NA
283,ADNI,COG,ECOGPT,LANG2,LANG2,NA
284,ADNI,COG,ECOGPT,LANG3,LANG3,NA
285,ADNI,COG,ECOGPT,LANG4,LANG4,NA
286,ADNI,COG,ECOGPT,LANG5,LANG5,NA
287,ADNI,COG,ECOGPT,LANG6,LANG6,NA
288,ADNI,COG,ECOGPT,LANG7,LANG7,NA
289,ADNI,COG,ECOGPT,LANG8,LANG8,NA
290,ADNI,COG,ECOGPT,LANG9,LANG9,NA
291,ADNI,COG,ECOGPT,VISSPAT1,VISSPAT1,NA
292,ADNI,COG,ECOGPT,VISSPAT2,VISSPAT2,NA
293,ADNI,COG,ECOGPT,VISSPAT3,VISSPAT3,NA
294,ADNI,COG,ECOGPT,VISSPAT4,VISSPAT4,NA
295,ADNI,COG,ECOGPT,VISSPAT5,VISSPAT5,NA
296,ADNI,COG,ECOGPT,VISSPAT6,VISSPAT6,NA
297,ADNI,COG,ECOGPT,VISSPAT7,VISSPAT7,NA
298,ADNI,COG,ECOGPT,VISSPAT8,VISSPAT8,NA
299,ADNI,COG,ECOGPT,PLAN1,PLAN1,NA
300,ADNI,COG,ECOGPT,PLAN2,PLAN2,NA
301,ADNI,COG,ECOGPT,PLAN3,PLAN3,NA
302,ADNI,COG,ECOGPT,PLAN4,PLAN4,NA
303,ADNI,COG,ECOGPT,PLAN5,PLAN5,NA
304,ADNI,COG,ECOGPT,ORGAN1,ORGAN1,NA
305,ADNI,COG,ECOGPT,ORGAN2,ORGAN2,NA
306,ADNI,COG,ECOGPT,ORGAN3,ORGAN3,NA
307,ADNI,COG,ECOGPT,ORGAN4,ORGAN4,NA
308,ADNI,COG,ECOGPT,ORGAN5,ORGAN5,NA
309,ADNI,COG,ECOGPT,ORGAN6,ORGAN6,NA
310,ADNI,COG,ECOGPT,DIVATT1,DIVATT1,NA
311,ADNI,COG,ECOGPT,DIVATT2,DIVATT2,NA
312,ADNI,COG,ECOGPT,DIVATT3,DIVATT3,NA
313,ADNI,COG,ECOGPT,DIVATT4,DIVATT4,NA
314,ADNI,COG,ECOGPT,STAFFASST,STAFFASST,NA
315,ADNI,COG,ECOGPT,VALIDITY,VALIDITY,NA
316,ADNI,COG,ECOGPT,SOURCE,SOURCE,NA
317,ADNI,COG,ECOGPT,EcogPtDivatt,EcogPtDivatt,NA
318,ADNI,COG,ECOGPT,EcogPtLang,EcogPtLang,NA
319,ADNI,COG,ECOGPT,EcogPtMem,EcogPtMem,NA
320,ADNI,COG,ECOGPT,EcogPtOrgan,EcogPtOrgan,NA
321,ADNI,COG,ECOGPT,EcogPtPlan,EcogPtPlan,NA
322,ADNI,COG,ECOGPT,EcogPtVisspat,EcogPtVisspat,NA
323,ADNI,COG,ECOGPT,EcogPtTotal,EcogPtTotal,NA
324,ADNI,COG,ECOGPT,update_stamp,NA,NA
325,ADNI,COG,FAQ,Phase,NA,NA
326,ADNI,COG,FAQ,ID,NA,NA
327,ADNI,COG,FAQ,RID,RID,NA
328,ADNI,COG,FAQ,SITEID,NA,NA
329,ADNI,COG,FAQ,VISCODE,NA,NA
330,ADNI,COG,FAQ,VISCODE2,VISCODE,NA
331,ADNI,COG,FAQ,USERDATE,NA,NA
332,ADNI,COG,FAQ,USERDATE2,NA,NA
333,ADNI,COG,FAQ,EXAMDATE,EXAMDATE,NA
334,ADNI,COG,FAQ,FAQSOURCE,FAQSOURCE,NA
335,ADNI,COG,FAQ,FAQFINAN,FAQFINAN,NA
336,ADNI,COG,FAQ,FAQFORM,FAQFORM,NA
337,ADNI,COG,FAQ,FAQSHOP,FAQSHOP,NA
338,ADNI,COG,FAQ,FAQGAME,FAQGAME,NA
339,ADNI,COG,FAQ,FAQBEVG,FAQBEVG,NA
340,ADNI,COG,FAQ,FAQMEAL,FAQMEAL,NA
341,ADNI,COG,FAQ,FAQEVENT,FAQEVENT,NA
342,ADNI,COG,FAQ,FAQTV,FAQTV,NA
343,ADNI,COG,FAQ,FAQREM,FAQREM,NA
344,ADNI,COG,FAQ,FAQTRAVL,FAQTRAVL,NA
345,ADNI,COG,FAQ,FAQTOTAL,FAQTOTAL,NA
346,ADNI,COG,FAQ,SPID,SPID,NA
347,ADNI,COG,FAQ,update_stamp,NA,NA
348,ADNI,COG,MMSE,Phase,NA,NA
349,ADNI,COG,MMSE,ID,NA,NA
350,ADNI,COG,MMSE,RID,RID,NA
351,ADNI,COG,MMSE,SITEID,NA,NA
352,ADNI,COG,MMSE,VISCODE,NA,NA
353,ADNI,COG,MMSE,VISCODE2,VISCODE,NA
354,ADNI,COG,MMSE,USERDATE,NA,NA
355,ADNI,COG,MMSE,USERDATE2,NA,NA
356,ADNI,COG,MMSE,EXAMDATE,EXAMDATE,NA
357,ADNI,COG,MMSE,MMDATE,MMDATE,NA
358,ADNI,COG,MMSE,MMDATECM,MMDATECM,NA
359,ADNI,COG,MMSE,MMYEAR,MMYEAR,NA
360,ADNI,COG,MMSE,MMYEARCM,MMYEARCM,NA
361,ADNI,COG,MMSE,MMMONTH,MMMONTH,NA
362,ADNI,COG,MMSE,MMMNTHCM,MMMNTHCM,NA
363,ADNI,COG,MMSE,MMDAY,MMDAY,NA
364,ADNI,COG,MMSE,MMDAYCM,MMDAYCM,NA
365,ADNI,COG,MMSE,MMSEASON,MMSEASON,NA
366,ADNI,COG,MMSE,MMSESNCM,MMSESNCM,NA
367,ADNI,COG,MMSE,MMHOSPIT,MMHOSPIT,NA
368,ADNI,COG,MMSE,MMHOSPCM,MMHOSPCM,NA
369,ADNI,COG,MMSE,MMFLOOR,MMFLOOR,NA
370,ADNI,COG,MMSE,MMFLRCM,MMFLRCM,NA
371,ADNI,COG,MMSE,MMCITY,MMCITY,NA
372,ADNI,COG,MMSE,MMCITYCM,MMCITYCM,NA
373,ADNI,COG,MMSE,MMAREA,MMAREA,NA
374,ADNI,COG,MMSE,MMAREACM,MMAREACM,NA
375,ADNI,COG,MMSE,MMSTATE,MMSTATE,NA
376,ADNI,COG,MMSE,MMSTCM,MMSTCM,NA
377,ADNI,COG,MMSE,MMRECALL,MMRECALL,NA
378,ADNI,COG,MMSE,MMBALL,MMBALL,NA
379,ADNI,COG,MMSE,MMFLAG,MMFLAG,NA
380,ADNI,COG,MMSE,MMTREE,MMTREE,NA
381,ADNI,COG,MMSE,MMTRIALS,MMTRIALS,NA
382,ADNI,COG,MMSE,MMD,MMD,NA
383,ADNI,COG,MMSE,MMDLTR,MMDLTR,NA
384,ADNI,COG,MMSE,MML,MML,NA
385,ADNI,COG,MMSE,MMLLTR,MMLLTR,NA
386,ADNI,COG,MMSE,MMR,MMR,NA
387,ADNI,COG,MMSE,MMRLTR,MMRLTR,NA
